text,label,source
"Some organizations are speeding up their cloud adoption because energy costs are shooting higher, including in Europe, Microsoft's Scott Guthrie said.",positive,fingpt_sentiment
Draft legislation in Congress could provide a shot in the arm for the U.S. semiconductor industry.,positive,fingpt_sentiment
Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,positive,fingpt_sentiment
"Amazon.com Inc has started reducing the number of items it sells under its own brands amid weak sales, the Wall Street Journal reported on Thursday, citing people familiar with the matter.",negative,fingpt_sentiment
The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,negative,fingpt_sentiment
"$TSLA recalls 2,700 Model X cars. Stock dropping hard...",negative,fingpt_sentiment
"Saudi Aramco will probably soon exceed the $2 trillion valuation targeted by Crown Prince Mohammed bin Salman, acco… https://t.co/G9oJoK3nZb",positive,fingpt_sentiment
"Yahoo Finance's Brian Sozzi and Julie Hyman analyze the top news this week as Unilever walks away from a $68 billion deal, Instagram tests letting U.S. content creators charge subscriptions, and Amazon launches its first physical clothing store in Glendale, California.",negative,fingpt_sentiment
"Stora Enso Oyj said Friday it will sell its North American unit to NewPage , in a deal valued at euro1 .82 billion US$ 2.52 million .",neutral,fingpt_sentiment
"$amzn 4 period RSI is down at 20, just read Connors book on trading strategies",positive,fingpt_sentiment
Calculating The Intrinsic Value Of Arcadis NV (AMS:ARCAD),neutral,fingpt_sentiment
"As part of its new strategy , Finnish Biohit is planning to incorporate its diagnostics business into a separate limited company .",neutral,fingpt_sentiment
New recommendation from Carl Kirst of BMO Capital Markets for $WMB is BUY.Price target is $62:http://stks.co/t0S0r,positive,fingpt_sentiment
New developments added to @FedFRASER's COVID-19 timeline in the latest week: second historic rise in unemployment i… https://t.co/o4yYfNRbhA,neutral,fingpt_sentiment
Lemcon signed an investment cooperation agreement with the Kaluga regional administration last November .,positive,fingpt_sentiment
@NASDboy I think the DNF crew can get this $NFLX short into the next 30 days heading into earnings,negative,fingpt_sentiment
"Wells Fargo Senior Retail Analyst Ike Boruchow joins Yahoo Finance Live anchors Julie Hyman, Brad Smith and Brian Sozzi to discuss retail earnings expectations, rising inventories, consumer spending, inflation, and recessionary risks.",positive,fingpt_sentiment
$AAPL Dips being bought up real quick. Higher lows fo sho,positive,fingpt_sentiment
Whitbread boss Andy Harrison defends sales fall as 'just a blip',neutral,fingpt_sentiment
Leslie Picker reports Berkshire's new stake in Activision Blizzard in its 13F filing.,positive,fingpt_sentiment
"While basically every company is set to report over the next couple of months, here's two I am watching closely.",neutral,fingpt_sentiment
Chipmaker Micron Technology Inc on Thursday announced it was experimenting with a new pricing model for its chips called forward pricing agreements that would aim to stabilize the steep price fluctuations that plague the industry.,positive,fingpt_sentiment
Vista Outdoor Beats Estimates on Improving Firearms Market,positive,fingpt_sentiment
Phew! So far good $BBRY did not break 10.40 coz I was told that is key support level.,positive,fingpt_sentiment
AstraZeneca shares climb 3% as drug maker ups profits forecasts,positive,fingpt_sentiment
MarketsShire up 2.5% and Baxalta up 6% on $32bn deal,positive,fingpt_sentiment
$SBUX downgraded to neutral at Deutsche Bank. Price target reduced to $64 from $70.,negative,fingpt_sentiment
EA Launches Origin Online Game Distribution for Mac http://stks.co/aKTU via MacRumors $EA,positive,fingpt_sentiment
Orders received grew by 55 % year-on-year to EUR732m .,positive,fingpt_sentiment
Just went long $ILMN,positive,fingpt_sentiment
Let's talk about some investing dos and don'ts and three companies with outstanding potential.,neutral,fingpt_sentiment
"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",negative,fingpt_sentiment
Commentary: The F-35 has already freaked out Iran and changed everything in the Middle East. https://t.co/kYCBePhSM3,neutral,fingpt_sentiment
Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,negative,fingpt_sentiment
"The ""Halftime Report"" traders debate Wolfe's bearish call on United Airlines.",neutral,fingpt_sentiment
Prices for key food staples are starting to soar in some parts of the world https://t.co/DZBxH4MynX,negative,fingpt_sentiment
Apple is facing what some would consider a good problem to have.,positive,fingpt_sentiment
ICE Said to Start Lining Up Financing for LSE Bidding War,positive,fingpt_sentiment
"Interest rate hikes pushed investors toward safer blue chip stocks, squeezing the lofty valuations of Nasdaq stocks to more reasonable levels. The post 7 Nasdaq Stocks to Buy for Double-Digit Gains  appeared first on InvestorPlace.",positive,fingpt_sentiment
Pentik+ñinen emphasises that the most of the internet contents media houses provide can not be free forever .,neutral,fingpt_sentiment
"""We Totally Failed As A Business"": Unicorn Scooter Impales Investors After Company Goes Hooves-Up https://t.co/otp1fQAFgj",negative,fingpt_sentiment
"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role .",neutral,fingpt_sentiment
"The closing of the transaction is scheduled to take place on January 10 , 2008 .",neutral,fingpt_sentiment
Petrofac share price rises despite ÃÂ£30m costs on North Sea project,neutral,fingpt_sentiment
This #CNBCClassic comp reel from the 1990s features the late CNBC Anchor Mark Haines. Mark was part of CNBC for 22… https://t.co/FIf3dXUivT,neutral,fingpt_sentiment
"It is imperative for active investors to understand the importance of market leadership, both on the way up and down. And this is proving to be very true of the Semiconductors sector.",positive,fingpt_sentiment
Brink's down on earnings miss,negative,fingpt_sentiment
Latrobe Magnesium : Community Briefing for Latrobe Valley Magnesium Plant #LatrobeMagnesium #Stock #MarketScreener… https://t.co/Ve0JkYHFVY,neutral,fingpt_sentiment
While market strain triggered by the coronavirus pandemic has eased since the Federal Reserve's historic interventi… https://t.co/H5iCiGtUtn,positive,fingpt_sentiment
Starbucks will report fiscal 2022 first-quarter earnings on Feb. 1.,neutral,fingpt_sentiment
The objective of the St. Petersburg office is first to boost the Company 's maintenance business .,neutral,fingpt_sentiment
"Swedish central bank set to keep rates steady on Feb. 12, and through 2021: Reuters Poll",neutral,fingpt_sentiment
"And a big thanks to @carlquintanilla on catching the market typo to end them all:

- Dow 654.01 points 
- Nasdaq up… https://t.co/SHXdy0pMc1",positive,fingpt_sentiment
"Future iPhones will ditch Apple's proprietary lighting charger and switch over to using USB-C, currently used on Android phones and Apple's own iPads, to comply with the EU law on common charging standards.",neutral,fingpt_sentiment
$AAPL - Apple forecasts 100M+ 5G iPhone sales - report https://t.co/QhkaVvX1fZ,positive,fingpt_sentiment
The holiday shopping season kicks into gear with Black Friday as customers hit the stores looking for bargains.,positive,fingpt_sentiment
"AUD/USD, NZD/USD, USD/CNY – Pacific Currencies Trading Sideways",neutral,fingpt_sentiment
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,positive,fingpt_sentiment
The first ship has been delayed and is estimated to be completed in spring 2010 .,negative,fingpt_sentiment
Italy reported the lowest number of new coronavirus infections in nearly three weeks https://t.co/rfvTbyw70B,neutral,fingpt_sentiment
Following this piece of advice could yield tangible dividends down the line.,positive,fingpt_sentiment
Micron Technology Inc.'s earnings on Thursday will provide a much-anticipated clue into a problem that has worried Wall Street all year about the chip industry: Whether customers have been hoarding chips during the global shortage.,negative,fingpt_sentiment
"A purchase agreement for 7,200 tons of gasoline with delivery at the Hamina terminal , Finland , was signed with Neste Oil OYj at the average Platts index for this September plus eight US dollars per month .",positive,fingpt_sentiment
Sage Group to Sell Payments Business to Elavon for $300 Million,neutral,fingpt_sentiment
The strength of the data center business on the growing adoption of cloud-based storage and solutions and the stellar demand for gaming chips are anticipated to have boosted NVIDIA's (NVDA) Q1 performance.,positive,fingpt_sentiment
"`` Our decision and resolve on MeeGo is only stronger , '' she continued .",positive,fingpt_sentiment
"Payment network Affirm's buy now, pay later (BNPL) option, which is currently available to Amazon customers in the United States, will soon be offered to the retailer's customers in Canada as well. Within the next month, eligible customers on Amazon.ca will be offered BNPL in both English and French, according to a Thursday (Sept.",positive,fingpt_sentiment
"Apple Inc. appl is giving its smartwatch a bigger facelift, with the largest display thus far and a larger battery and ""rugged metal casing,"" Bloomberg reported late Wednesday, citing sources. The new watch will be designed for extreme sports enthusiasts, and will boast a screen that's nearly 2 inches across.",positive,fingpt_sentiment
$TIF France's LVMH close to buying Tiffany after sweetening offer https://t.co/bL97SiEMkp,neutral,fingpt_sentiment
"However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 .",negative,fingpt_sentiment
"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said .",positive,fingpt_sentiment
"We can choose the most efficient , best overall value option for our customers already at the bidding stage .",positive,fingpt_sentiment
FTSE edges up as investors cheer Kingfisher results,positive,fingpt_sentiment
`` We 've been feeling quite positive about the region as a whole .,positive,fingpt_sentiment
"Shares of CSX Corp. csx fell in the extended session Thursday after the rail operator reported fourth-quarter results that met Wall Street expectations. CSX said it earned $934 million, or 42 cents a share, in the fourth quarter, compared with $760 million, or 33 cents a share, in the year-ago period.",positive,fingpt_sentiment
AstraZeneca shares climb 3% as drug maker ups profits forecasts,positive,fingpt_sentiment
"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland .",neutral,fingpt_sentiment
RBS chairman admits surprise at size of regulatory penalties,negative,fingpt_sentiment
"Although the majority of headlines throughout the year have been negative, there have been many positive ones as well, such as acquisition news.",positive,fingpt_sentiment
"ALEXANDRIA , Va. , Oct. 23 -- Hans-Otto Scheck of Espoo , Finland , has developed a method of identifying remote radio units in a communication system .",neutral,fingpt_sentiment
"Take-Two Interactive Software, Inc's (NASDAQ:TTWO) intention to acquire FarmVille developer Zynga Inc (NASDAQ:ZNGA) is likely to “help smooth earnings variability while offering compelling synergy opportunities,” according to BMO Capital Markets. The Take-Two Interactive Software Analyst: Gerrick Johnson upgraded the rating for Take-Two Interactive Software from Market Perform to Outperform, while keeping the price target unchanged at $180.",positive,fingpt_sentiment
Barclays poised to replace Sir Mike Rake as he heads for exit,neutral,fingpt_sentiment
Merged LSE and Deutsche BÃÂ¶rse would be led by Germany's Kengeter,positive,fingpt_sentiment
Amazon One can be as important for retail as One-Click was for ecommerce.,positive,fingpt_sentiment
AB InBev approaches SABMiller to explore $250bn tie-up,positive,fingpt_sentiment
The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,negative,fingpt_sentiment
"Following a preview in April, Microsoft this morning announced the general availability of virtual machines (VMs) on Azure featuring the Ampere Altra, a processor based on the Arm architecture.",positive,fingpt_sentiment
UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,positive,fingpt_sentiment
A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,neutral,fingpt_sentiment
"Sales are expected to increase in the end of the year 2006 , however .",positive,fingpt_sentiment
Azul's January traffic rose 29.1%,positive,fingpt_sentiment
TietoEnator signed an agreement to acquire Indian research and development ( R&D ) services provider and turnkey software solutions developer Fortuna Technologies Pvt. Ltd. for 21 mln euro ( $ 30.3 mln ) in September 2007 .,neutral,fingpt_sentiment
"The tech giant said it is ""deeply concerned"" about the invasion of Ukraine, and is supporting humanitarian efforts.",positive,fingpt_sentiment
Are these retail stocks trading at a discount today?,negative,fingpt_sentiment
BHP Billiton share price: Brazil to sue Samarco for ÃÂ£3.5bn,negative,fingpt_sentiment
$MATW - Matthews International Corporation (MATW) CEO Joseph Bartolacci on Q1 2020 Results - Earnings Call Transcri... https://t.co/qgAPkOK63r,neutral,fingpt_sentiment
"After the acquisition , Basware 's preliminary pro forma net sales for 2005 amount to EUR 52.6 mn , and preliminary pro forma operating profit amounts to EUR 7.1 mn .",neutral,fingpt_sentiment
Aviva Fined $27 Million by U.K. Regulator Over Fee Failings,negative,fingpt_sentiment
"Glenmark Pharmaceuticals Limited Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions",positive,fingpt_sentiment
SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch,neutral,fingpt_sentiment
Yahoo Finance Live's Brian Sozzi and Julie Hyman discuss what to expect from Starbucks as former CEO Howard Schultz returns as the company's interim CEO.,positive,fingpt_sentiment
Netflix is one of many big companies stepping up to the earnings plate over the next few trading days.,neutral,fingpt_sentiment
Nasdaq opens 34 points or 0.4% higher,positive,fingpt_sentiment
They will be sunk to a depth of some 360-380 metres and fixed to the bottom mud by vacuum .,neutral,fingpt_sentiment
"`` This transaction supports Huhtamaki 's strategic review of rigid plastic consumer goods operations '' , says Huhtam+ñki Oyj 's CEO Jukka Moisio .",neutral,fingpt_sentiment
"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",positive,fingpt_sentiment
UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,positive,fingpt_sentiment
$CTRP  breaking out here on good vol and a parser buy signal  ..noticed this on bob langs comments looking for 48 fast,positive,fingpt_sentiment
U.S. Bonds Are A Tactical Short. https://t.co/pK5Mo7Qxt0 #investing #markets #stocks,neutral,fingpt_sentiment
6 stocks that are breaking out with fundamental and technical tailwinds as the S&P 500 breaks above 4500 for the first time Since February 11th.,positive,fingpt_sentiment
Imagination TV announces new share buyback program,positive,fingpt_sentiment
$TNH Looks like an explosive setup if it can break the 20EMA and 105 level http://stks.co/b1SVH,positive,fingpt_sentiment
Here’s the latest on the 2020 presidential race and what to watch today https://t.co/U5CyPJT9wk,neutral,fingpt_sentiment
Earnings per share EPS in 2005 amounted to a loss of EUR1 .26 .,neutral,fingpt_sentiment
"Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima .",neutral,fingpt_sentiment
"The Liquid Handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the Biohit brand .",neutral,fingpt_sentiment
DOJ Charges 4 Chinese Military Hackers In Equifax Breach | #FreeZeroHedge https://t.co/EmdkTiF5Ib,neutral,fingpt_sentiment
$INPX new intraday high. CV angle. Covid-19 event on Wednesday.,positive,fingpt_sentiment
"US indices are having the best year since 2013, but large cap active funds are poised to see the worst year since 2016: BofA",neutral,fingpt_sentiment
"St. Louis Fed Economic News Index, our #realGDP “nowcast,” projects growth in Q4 of 1.6%, up slightly from the prio… https://t.co/O04jDQI5Yt",positive,fingpt_sentiment
"Qualcomm (QCOM) is expected to have recorded higher revenues year over year, driven by the ramp-up in 5G-enabled chips and strength in its Snapdragon portfolio.",positive,fingpt_sentiment
$TWTR The best scenario going forward is this stock slowly falling everyday....Which is quite probable...,negative,fingpt_sentiment
Tekla Healthcare Investors: Understanding The Mechanics Of Its 8.5% Yield,positive,fingpt_sentiment
Yahoo stock is up to $36.46 as the bidding war picks up for the company https://t.co/JDNZXDCMkl $YHOO https://t.co/HmOegfHgvn,positive,fingpt_sentiment
"The purchase of sites worth 300 million in the Thames Gateway will provide more than 1,200 homes .",neutral,fingpt_sentiment
Whitbread buys 49% stake in Pure food chain,positive,fingpt_sentiment
Amazon's grocery deal with Morrisons is only the beginning,positive,fingpt_sentiment
Deutsche Bank downgrades Starbucks because of new loyalty program https://t.co/Iy4LCUGABc $SBUX,negative,fingpt_sentiment
The multibillionaire picked up positions in Alphabet and Shopify as a bonus with another smart investment.,positive,fingpt_sentiment
"Despite Apple's $2.7 trillion market cap, AAPL stock seems undervalued relative to many S&P 500 stocks. That makes it a long-term buy.",positive,fingpt_sentiment
"Apple may not have enough iPhone Pro units to ship out this year for the holidays. Credit Suisse's Shannon Cross talks about the supply crunch on ""Bloomberg Technology.",negative,fingpt_sentiment
"The company faces a number of challenges, but its problems may be an indication that its competitors are racing toward an unstable future.",negative,fingpt_sentiment
The merger of Nvidia and Arm Holdings is officially dead.,negative,fingpt_sentiment
Alphabet and Facebook price targets cut at Barclays on weaker ad outlook https://t.co/PlbSaE1Nc2,negative,fingpt_sentiment
BG Group Still Happy With Shell's $70 Billion Offer,positive,fingpt_sentiment
Finnish power company Fortum reports 89 % of its electricity was generated without carbon dioxide emissions in 2007 .,neutral,fingpt_sentiment
Consumers bought more than 300 million items during the two-day event.,positive,fingpt_sentiment
Barclays appoints JPMorgan's Paul Compton as new COO,neutral,fingpt_sentiment
It is the first application in the market for invoice and purchase requisition approval with a mobile device .,neutral,fingpt_sentiment
"RECAP: $MSFT rumor this morning had them spinning off XBOX unit, stock grinds up all day to close on highs",positive,fingpt_sentiment
"Bloomberg Daybreak: Feb. 6, 2020 - Hour 1 (Radio)",neutral,fingpt_sentiment
"Amazon dethroned Walmart as the biggest winner of retail spend in the U.S. in 2021. In that year, 9.4% of consumers' total retail spend went to Amazon, while 8.6% went to Walmart, according to “Amazon Versus Walmart Q4 2021,” a PYMNTS report.",positive,fingpt_sentiment
"Our solutions are industry-independent supporting multilingual and currency needs , modular and applicable to companies of all sizes , '' CEO Ilkka Sihvo said .",neutral,fingpt_sentiment
Consumer electronics giant Apple will report June-quarter results late Thursday and Wall Street's expectations are pretty low. The post What To Expect From Apple's June-Quarter Earnings Report appeared first on Investor's Business Daily.,negative,fingpt_sentiment
"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/F55dx4aegI",negative,fingpt_sentiment
Tracking Jeffrey Ubben's ValueAct Portfolio - Q3 2019 Update. Subscribe to Seeking Alpha for more:… https://t.co/tDMAsSJSir,neutral,fingpt_sentiment
The growing union push will be one of the challenges that incoming interim CEO Howard Schultz will have to tackle when he assumes the role on April 4.,negative,fingpt_sentiment
This new partnership agreement represents a significant milestone for both parties .,positive,fingpt_sentiment
Double bottom with handle buy point of 29.51 $IP http://chart.ly/akvujxh,positive,fingpt_sentiment
Insurers: Admiral blows hot and cold but Aviva soars pre-Friends Life merger,neutral,fingpt_sentiment
"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients",negative,fingpt_sentiment
"Apple CEO Tim Cook got $98.73 million in compensation in the company's fiscal 2021, not including more than $754,000,000 of shares from an old grant that vested.",positive,fingpt_sentiment
"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .",positive,fingpt_sentiment
"Mformation and Nokia noted they have established interoperability agreements that cover commercially proven , standards-based management of mobile devices , as well as mobile device security and mobile application management .",positive,fingpt_sentiment
$AAPL long 630.91,positive,fingpt_sentiment
"The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator .",positive,fingpt_sentiment
A new proposal in Congress is looking to resurrect an old tradition: mailing Social Security statements to your hom… https://t.co/Sx8wmqma1j,neutral,fingpt_sentiment
Britain's FTSE gets lift from Prudential results,positive,fingpt_sentiment
"Overall , 50 percent of respondents were confident about their security when banking online .",positive,fingpt_sentiment
$CSX another strong rail today after breaking intraday resistance at 1$9.80 https://t.co/eA4FBVuqGP,positive,fingpt_sentiment
Apple's (AAPL) fourth-quarter fiscal 2022 earnings are likely to have benefited from steady sales of iPhone 13 despite unfavorable forex and slowing Services revenues.,positive,fingpt_sentiment
"One can even receive on the spot alerts as soon as jobs are posted , putting you at the front of the queue for opportunities .",neutral,fingpt_sentiment
$HALMY $HLMAF $HLMLY - Halma: The Electronic And Electrical Equipment Gift That Keeps On Giving. Sign up for update… https://t.co/Hn3bK4clsQ,neutral,fingpt_sentiment
Automation makes it possible to conduct several tests simultaneously .,neutral,fingpt_sentiment
"Finnish forest machinery and equipment maker Ponsse Oyj said on October 5 , 2007 it will deliver a total of 67 cut-to-length method forest machines and 44 harvester heads to Brazilian paper maker Bahia Pulp and to unnamed Uruguayan wood harvesting contractors .",positive,fingpt_sentiment
$XOM - Exxon Mobil: Don't Chase The Wrong Yield. Read more and get updates on any stock! https://t.co/5t0odNL18G… https://t.co/BSooVtJ17J,neutral,fingpt_sentiment
The ship unloader is totally enclosed along the entire conveying line to the storage facilities .,neutral,fingpt_sentiment
"Is CarMax, Inc.'s (NYSE:KMX) CEO Paid At A Competitive Rate?",neutral,fingpt_sentiment
"Amazon worker Gerald Bryson had hand-counted thousands of items in his warehouse's inventory over three days when his manager showed him a ""Supportive Feedback Document.""",positive,fingpt_sentiment
Natural Gas Price Fundamental Daily Forecast – Early Weakness as Forecasts Indicate Return to Seasonal Temperatures,negative,fingpt_sentiment
- Cash flow from operating activities before investments was EUR 7.6 million EUR 2.5 million .,neutral,fingpt_sentiment
Advocacy Group Fighting Restrictions On CDLs For The Hearing-Impaired,neutral,fingpt_sentiment
$AAPL Right back in ... - Buy the dips brought to you by CNBC. LOL,positive,fingpt_sentiment
$SKX turning. Coming from far could go far. Stock price implies you pay nothing for the business,positive,fingpt_sentiment
Ramirent is a leading company in machinery and equipment rentals for construction and industry .,positive,fingpt_sentiment
S&P 500 falls for first time this week as momentum seeps out - KPRC Click2Houston,negative,fingpt_sentiment
$DISH weakness continues again. 49.43 area resistance after last week,negative,fingpt_sentiment
"'Dean of Valuation' says Saudis got the Aramco valuation right, but he's still not buying",neutral,fingpt_sentiment
"Costco Wholesale Corporation (NASDAQ:COST) regularly updates the markets about its performance. In the latest update focused on January 2022 revenues, COST reported net sales at $15.76 billion.",positive,fingpt_sentiment
CompaniesDiageo stays neutral on India boardroom turmoil,neutral,fingpt_sentiment
$EBAY had a nice breakout of the recent consolidation. Congrats to those who had it. http://stks.co/2TAd,positive,fingpt_sentiment
"It combines a perfect price performance with sophisticated management facilities , the company said .",positive,fingpt_sentiment
You can trust blue-chip stocks to give you solid growth over an extended period of time. And these names also offer some solid dividends.,positive,fingpt_sentiment
Only 66% of Baby Boomers Think They'll Have Enough Money in Retirement,neutral,fingpt_sentiment
"The company 's profit totaled Ls 134,700 .",neutral,fingpt_sentiment
NASDAQ-listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones .,positive,fingpt_sentiment
"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .",neutral,fingpt_sentiment
"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",positive,fingpt_sentiment
The three major U.S. equities indexes sank rapidly on Wednesday following the press conference with Federal Reserve Chair Jerome Powell.,negative,fingpt_sentiment
"Wall Street strategist is skeptical of Russia-Saudi 'dance,' says investors should wait https://t.co/tbWAyfVt5y",neutral,fingpt_sentiment
"H+Ñkan Dahlstr+Âm , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014 .",positive,fingpt_sentiment
Texas Instruments' (TXN) first-quarter 2022 results are likely to reflect gains from solid momentum across Analog and Embedded Processing segments.,positive,fingpt_sentiment
EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany,negative,fingpt_sentiment
Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .,positive,fingpt_sentiment
"The wireless industry is bracing itself for the iPhone , which will launch on June 29 .",neutral,fingpt_sentiment
$MLCO - Melco Resorts Finance proposes senior notes offering https://t.co/IBZwYzx7QQ,neutral,fingpt_sentiment
"The Ministry of Water in Tanzania has awarded Poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in Bukoba and Musoma , situated at Lake Victoria in northern Tanzania .",positive,fingpt_sentiment
He said : `` It is for sale again and we will be actively marketing it .,neutral,fingpt_sentiment
"In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 .",negative,fingpt_sentiment
"Investors may be asking why Nasdaq stocks are trending lower today, despite no meaningful news outside of yesterday's Fed minutes release. The post AAPL, TSLA, GOOGL, AMZN, FB: Why Are Nasdaq Stocks Down Today?",negative,fingpt_sentiment
"Besides , Pit-Produkt will enter the new segments .",neutral,fingpt_sentiment
To be number one means creating added value for stakeholders in everything we do .,neutral,fingpt_sentiment
Shell pushes to power with plans for first big solar plant,neutral,fingpt_sentiment
Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,positive,fingpt_sentiment
Some Nucor (NYSE:NUE) Shareholders Are Down 11%,negative,fingpt_sentiment
"$SINA even though the ""report"" is untrue and has been proven unture, the damage is done. No one wants to touch it now",negative,fingpt_sentiment
"Stock Market Update: Stock market set to open lower, Target and Lowe's gain",negative,fingpt_sentiment
"The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France .",neutral,fingpt_sentiment
Insight hires Aviva's David Hillier for multi-asset team,positive,fingpt_sentiment
@chessNwine: $IWM 30-Minute Chart. Small caps threatening descending triangle breakdown under $110.20.  http://stks.co/r0KKm,negative,fingpt_sentiment
Stocks bounce up after China confirms trade deal with U.S.,positive,fingpt_sentiment
Here's Why Amneal Pharmaceuticals Rose as Much as 52.3% Today,positive,fingpt_sentiment
`` The acquisition of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries .,positive,fingpt_sentiment
This is the real story behind the Do Nothing Democrats!,neutral,fingpt_sentiment
"$DVA - DaVita HealthCare Partners EPS beats by $0.26, misses on revenue https://t.co/TipgMhhGpE",neutral,fingpt_sentiment
"Google on Friday was targeted in an antitrust complaint by the European Publishers Council over its digital advertising business, potentially strengthening EU antitrust chief Margrethe Vestager's investigation into the issue.",negative,fingpt_sentiment
"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/6NKWEcrBA5 $AAPL $AXP $BAC $BLUE $FXE",negative,fingpt_sentiment
"Tesla Chief Executive Elon Musk unveils the company’s electric Cybertruck, venturing into the pickup truck market,… https://t.co/ZmEo7wtHTQ",neutral,fingpt_sentiment
$PRLB hanging tough in down market due to analyst upgrades last week. Up almost 3%.,positive,fingpt_sentiment
"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus .",neutral,fingpt_sentiment
"Tilray Launches Canadian Cannabis 2.0 Products, Completes First Export Of Medical Cannabis Extract To Switzerland",neutral,fingpt_sentiment
"As Uber, GrubHub and Postmates battle over cities, Doordash is thriving in the suburbs https://t.co/U7tr1vKX5x",positive,fingpt_sentiment
Finnish food industry companies are interested in the opportunities provided by Ukraine .,neutral,fingpt_sentiment
Legal & General arm buys 50 pct stake in MediaCityUK in Manchester,positive,fingpt_sentiment
The uranium found locally is naturally occurring and it makes sense to extract it in the same way as we do with our other metals . '',neutral,fingpt_sentiment
Severn Trent share price rises as first half profit inches up as customer ...,positive,fingpt_sentiment
"In the Baltic countries , development of operations and reorganisation continued , and non-recurring items related to the takeover process lowered earnings .",negative,fingpt_sentiment
Turkey is trying to stop emergency loans intended to boost its economy during the coronavirus slowdown from fueling… https://t.co/EcSwShpQGl,neutral,fingpt_sentiment
Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing together with its customers .,neutral,fingpt_sentiment
"Microsoft's annual Build developer conference, which starts Tuesday morning, will provide a new glimpse of the ways that artificial intelligence is automating software development, and helping developers provide AI tools to end users.",positive,fingpt_sentiment
"Even after the market sell-off, these stocks are priced at a premium -- but for a reason.",positive,fingpt_sentiment
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",positive,fingpt_sentiment
Takeaway declares $7.8 billion Just Eat takeover unconditional #ProsusNV #Stock #MarketScreener... https://t.co/pFgYopW23P,neutral,fingpt_sentiment
$MXWL Oh snap. Just went long again. LT,positive,fingpt_sentiment
The negotiations concern 246 salaried and senior salaried employees and are scheduled to be completed in six weeks .,neutral,fingpt_sentiment
"Intel is set to gain a lot from upcoming legislation and could also benefit from the escalation of the Taiwan conflict. The market is undermining this catalyst, just like it did with the Ukraine conflict.",positive,fingpt_sentiment
"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month .",positive,fingpt_sentiment
